customer_unique_id,frequency_orders,monetary_total_spend,avg_order_value,total_items_bought,recency_days,customer_tenure_days,orders_last_30d,spend_last_30d,orders_last_90d,spend_last_90d,num_reviews,avg_review_score,negative_review_ratio,num_payment_types_used,avg_installments,credit_card_ratio,num_unique_categories,favorite_category_ratio,avg_items_per_order,orders_per_tenure_day,spend_per_tenure_day,recent_30d_spend_share,recent_90d_spend_share,recent_30d_order_share,recent_90d_order_share,spend_per_review,categories_per_order,reviews_per_order,payment_types_per_order,installments_per_order,spend_per_item,anomaly_score,is_anomaly,anomaly_severity,top_reason,second_reason,third_reason,reason_summary
46450c74a0d8c5ca9395da1daac6c120,3,9553.02,3184.34,1,61,23,0.0,0.0,3.0,9553.02,3,1.0,1.0,2,4.0,0.3333333333333333,1,1.0,0.3333333333333333,0.1304347826086956,415.34869565217394,0.0,1.0,0.0,1.0,3184.34,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,9553.02,0.1367554051385319,1,High,High recent spending (90 days),Very expensive items,Exceptional total spending,High recent spending (90 days) | Very expensive items | Exceptional total spending
4facc2e6fbc2bffab2fea92d2b4aa7e4,4,1760.75,440.1875,4,65,420,0.0,0.0,2.0,1276.86,4,3.0,0.25,1,9.0,1.0,1,1.0,1.0,0.0095238095238095,4.192261904761905,0.0,0.7251796109612381,0.0,0.5,440.1875,0.25,1.0,0.25,2.25,440.1875,0.1018579189460362,1,High,High recent spending (90 days),Very high purchase frequency,Exceptional total spending,High recent spending (90 days) | Very high purchase frequency | Exceptional total spending
34cd0f2f38a66796cfbc8a33ece7448c,1,1543.25,1543.25,3,65,0,0.0,0.0,1.0,1543.25,3,1.0,1.0,1,12.0,1.0,2,0.6666666666666666,3.0,0.0,0.0,0.0,1.0,0.0,1.0,514.4166666666666,2.0,3.0,1.0,12.0,514.4166666666666,0.1016488602028241,1,High,High recent spending (90 days),Exceptional total spending,Very high average order value,High recent spending (90 days) | Exceptional total spending | Very high average order value
acd7af4da419afee85373166387d5799,2,712.22,356.11,2,59,7,0.0,0.0,2.0,712.22,2,3.0,0.5,2,1.0,0.5,2,0.5,1.0,0.2857142857142857,101.74571428571429,0.0,1.0,0.0,1.0,356.11,1.0,1.0,1.0,0.5,356.11,0.1010555353337807,1,High,High recent spending (90 days),Heavy ordering in last 90 days,Multiple payment methods,High recent spending (90 days) | Heavy ordering in last 90 days | Multiple payment methods
0f5ac8d5c31de21d2f25e24be15bbffb,2,1544.8200000000002,772.4100000000001,18,325,3,0.0,0.0,0.0,0.0,18,5.0,0.0,2,8.5,0.8333333333333334,1,1.0,9.0,0.6666666666666666,514.94,0.0,0.0,0.0,0.0,85.82333333333334,0.5,9.0,1.0,4.25,85.82333333333334,0.1010289829937849,1,High,Large number of purchased items,Very high spending rate,Unusually high review activity,Large number of purchased items | Very high spending rate | Unusually high review activity
839a04051a2c347397fd425d01fc3eb2,2,945.95,472.975,5,70,3,0.0,0.0,2.0,945.95,5,5.0,0.0,1,2.0,1.0,1,1.0,2.5,0.6666666666666666,315.31666666666666,0.0,1.0,0.0,1.0,189.19,0.5,2.5,0.5,1.0,189.19,0.0997305234486639,1,High,Very high spending rate,High recent spending (90 days),Very frequent ordering,Very high spending rate | High recent spending (90 days) | Very frequent ordering
8a1e8b556fd5feb59a63729b5341e71a,2,1036.0700000000002,518.0350000000001,2,86,2,0.0,0.0,2.0,1036.0700000000002,2,5.0,0.0,1,1.0,0.0,2,0.5,1.0,1.0,518.0350000000001,0.0,1.0,0.0,1.0,518.0350000000001,1.0,1.0,0.5,0.5,518.0350000000001,0.0986107417238875,1,High,Very high spending rate,Very frequent ordering,High recent spending (90 days),Very high spending rate | Very frequent ordering | High recent spending (90 days)
ca77025e7201e3b30c44b472ff346268,7,1122.72,160.38857142857142,12,139,234,0.0,0.0,0.0,0.0,12,5.0,0.0,2,1.0,0.8333333333333334,4,0.4166666666666667,1.7142857142857142,0.0299145299145299,4.797948717948718,0.0,0.0,0.0,0.0,93.56,0.5714285714285714,1.7142857142857142,0.2857142857142857,0.1428571428571428,93.56,0.0961075519529705,1,High,Very high purchase frequency,Large number of purchased items,Broad category diversity,Very high purchase frequency | Large number of purchased items | Broad category diversity
d05c44a138277ad325d915c6b7ccbcdf,2,214.26,107.13,0,41,16,0.0,0.0,2.0,214.26,2,4.0,0.0,1,1.0,0.0,0,0.0,0.0,0.125,13.39125,0.0,1.0,0.0,1.0,107.13,0.0,1.0,0.5,0.5,0.0,0.0959968751126844,1,High,Heavy ordering in last 90 days,Highly concentrated shopping,Very high purchase frequency,Heavy ordering in last 90 days | Highly concentrated shopping | Very high purchase frequency
1b6c7548a2a1f9037c1fd3ddfed95f33,7,930.29,132.89857142857142,9,246,92,0.0,0.0,0.0,0.0,10,5.0,0.0,3,1.0,0.3,5,0.4,1.2857142857142858,0.0760869565217391,10.111847826086956,0.0,0.0,0.0,0.0,93.029,0.7142857142857143,1.4285714285714286,0.4285714285714285,0.1428571428571428,103.36555555555556,0.0956243321335991,1,High,Very high purchase frequency,Broad category diversity,Multiple payment methods,Very high purchase frequency | Broad category diversity | Multiple payment methods
0e4d012fac3d20c033e0284fb6d2ea6a,2,532.48,266.24,5,57,113,0.0,0.0,1.0,98.67,5,5.0,0.0,2,1.6,0.2,3,0.6,2.5,0.0176991150442477,4.712212389380531,0.0,0.185302734375,0.0,0.5,106.496,1.5,2.5,1.0,0.8,106.496,0.0954486936950858,1,High,Broad category diversity,Multiple payment methods,Large number of purchased items,Broad category diversity | Multiple payment methods | Large number of purchased items
08f334e84bc7ab7b588cb7fc77dd7f4a,2,1570.4,785.2,1,64,31,0.0,0.0,1.0,785.2,2,1.0,1.0,2,2.5,0.5,1,1.0,0.5,0.064516129032258,50.65806451612904,0.0,0.5,0.0,0.5,785.2,0.5,1.0,1.0,1.25,1570.4,0.0949024217181992,1,High,High recent spending (90 days),Very expensive items,Exceptional total spending,High recent spending (90 days) | Very expensive items | Exceptional total spending
dc813062e0fc23409cd255f7f53c7074,6,1094.63,182.43833333333336,11,56,417,0.0,0.0,1.0,122.08,11,4.363636363636363,0.0,1,12.272727272727272,1.0,3,0.3636363636363636,1.8333333333333333,0.014388489208633,2.6250119904076743,0.0,0.1115262691503064,0.0,0.1666666666666666,99.5118181818182,0.5,1.8333333333333333,0.1666666666666666,2.0454545454545454,99.5118181818182,0.0947740497630015,1,High,Very high purchase frequency,Large number of purchased items,Unusually high review activity,Very high purchase frequency | Large number of purchased items | Unusually high review activity
b9badb100ff8ecc16a403111209e3a06,3,740.8299999999999,246.9433333333333,5,74,482,0.0,0.0,1.0,62.92,5,3.2,0.2,2,2.8,0.4,3,0.4,1.6666666666666667,0.0062240663900414,1.536991701244813,0.0,0.0849317657222304,0.0,0.3333333333333333,148.166,1.0,1.6666666666666667,0.6666666666666666,0.9333333333333332,148.166,0.0942960851804033,1,High,Very high purchase frequency,Unusual customer tenure,Broad category diversity,Very high purchase frequency | Unusual customer tenure | Broad category diversity
ba84da8c159659f116329563a0a981dd,3,283.89,94.63,1,22,30,1.0,94.63,3.0,283.89,3,1.0,1.0,2,1.0,0.3333333333333333,1,1.0,0.3333333333333333,0.1,9.463,0.3333333333333333,1.0,0.3333333333333333,1.0,94.63,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,283.89,0.0935632621361924,1,High,Heavy ordering in last 30 days,High recent spending (30 days),Large share of spending in last 30 days,Heavy ordering in last 30 days | High recent spending (30 days) | Large share of spending in last 30 days
8d50f5eadf50201ccdcedfb9e2ac8455,17,927.63,54.56647058823529,16,58,461,0.0,0.0,4.0,277.35,17,4.764705882352941,0.0588235294117647,1,1.3529411764705883,1.0,3,0.7333333333333333,0.9411764705882352,0.0368763557483731,2.0122125813449023,0.0,0.2989877429578604,0.0,0.2352941176470588,54.56647058823529,0.1764705882352941,1.0,0.0588235294117647,0.0795847750865051,57.976875,0.0934700521413944,1,High,Very high purchase frequency,Large number of purchased items,Unusually high review activity,Very high purchase frequency | Large number of purchased items | Unusually high review activity
0e88d25592a4f873d5439a70609ace33,1,24.8,24.8,0,385,0,0.0,0.0,0.0,0.0,9,2.0,1.0,2,1.0,0.1111111111111111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7555555555555555,0.0,9.0,2.0,1.0,0.0,0.0933398908878154,1,High,Unusually high review activity,Multiple payment methods,Unusual payment diversity,Unusually high review activity | Multiple payment methods | Unusual payment diversity
fe81bb32c243a86b2f86fbf053fe6140,5,1590.76,318.152,5,119,242,0.0,0.0,0.0,0.0,5,4.2,0.2,2,2.4,0.8,2,0.6,1.0,0.0206611570247933,6.573388429752066,0.0,0.0,0.0,0.0,318.152,0.4,1.0,0.4,0.48,318.152,0.0926677007396419,1,High,Very high purchase frequency,Exceptional total spending,Multiple payment methods,Very high purchase frequency | Exceptional total spending | Multiple payment methods
803c530613f5c4ee03502be0d6894de0,3,446.75,148.91666666666666,9,203,101,0.0,0.0,0.0,0.0,12,1.75,0.75,3,1.0,0.3333333333333333,2,0.5714285714285714,3.0,0.0297029702970297,4.423267326732673,0.0,0.0,0.0,0.0,37.22916666666666,0.6666666666666666,4.0,1.0,0.3333333333333333,49.638888888888886,0.0925572796056077,1,High,Multiple payment methods,Large number of purchased items,Unusually high review activity,Multiple payment methods | Large number of purchased items | Unusually high review activity
a0931a30dcf7e2106f0939b799c54321,1,1302.42,1302.42,0,65,0,0.0,0.0,1.0,1302.42,1,2.0,1.0,1,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1302.42,0.0,1.0,1.0,1.0,0.0,0.090505549225566,1,High,High recent spending (90 days),High spend with few reviews,Exceptional total spending,High recent spending (90 days) | High spend with few reviews | Exceptional total spending
33176de67c05eeed870fd49f234387a0,3,1254.01,418.0033333333333,11,136,102,0.0,0.0,0.0,0.0,15,1.8666666666666667,0.8666666666666667,1,1.0,0.0,2,0.8666666666666667,3.6666666666666665,0.0294117647058823,12.29421568627451,0.0,0.0,0.0,0.0,83.60066666666667,0.6666666666666666,5.0,0.3333333333333333,0.3333333333333333,114.00090909090908,0.090378601454669,1,High,Large number of purchased items,Unusually high review activity,Very high purchase frequency,Large number of purchased items | Unusually high review activity | Very high purchase frequency
525cda9909aa001ebed396f6e55eae01,2,1782.9,891.45,3,71,25,0.0,0.0,1.0,193.98,3,4.333333333333333,0.0,1,4.333333333333333,1.0,2,0.6666666666666666,1.5,0.08,71.316,0.0,0.1088002692242974,0.0,0.5,594.3000000000001,1.0,1.5,0.5,2.1666666666666665,594.3000000000001,0.0898268205692439,1,High,Exceptional total spending,Very high purchase frequency,Very high average order value,Exceptional total spending | Very high purchase frequency | Very high average order value
fb7e29c65321441231990afc201c1b14,2,314.34000000000003,157.17000000000002,5,50,5,0.0,0.0,2.0,314.34000000000003,5,5.0,0.0,1,1.0,0.0,1,1.0,2.5,0.4,62.86800000000001,0.0,1.0,0.0,1.0,62.86800000000001,0.5,2.5,0.5,0.5,62.86800000000001,0.0888777978134678,1,High,Heavy ordering in last 90 days,Very frequent ordering,Large number of purchased items,Heavy ordering in last 90 days | Very frequent ordering | Large number of purchased items
ff22e30958c13ffe219db7d711e8f564,2,332.92,166.46,2,45,9,0.0,0.0,2.0,332.92,2,1.0,1.0,2,3.5,0.5,1,1.0,1.0,0.2222222222222222,36.99111111111111,0.0,1.0,0.0,1.0,166.46,0.5,1.0,1.0,1.75,166.46,0.0882352021641783,1,High,Heavy ordering in last 90 days,Multiple payment methods,Very high purchase frequency,Heavy ordering in last 90 days | Multiple payment methods | Very high purchase frequency
9a736b248f67d166d2fbb006bcb877c3,2,24.73,12.364999999999998,4,435,12,0.0,0.0,0.0,0.0,75,5.0,0.0,1,1.0,0.0,3,0.56,2.0,0.1666666666666666,2.060833333333333,0.0,0.0,0.0,0.0,0.3297333333333332,1.5,37.5,0.5,0.5,6.182499999999999,0.0880922987017195,1,High,Unusually high review activity,Unusual review activity,Broad category diversity,Unusually high review activity | Unusual review activity | Broad category diversity
5e8f38a9a1c023f3db718edcf926a2db,5,1114.18,222.836,5,226,197,0.0,0.0,0.0,0.0,5,3.8,0.4,2,3.8,0.8,3,0.6,1.0,0.0253807106598984,5.6557360406091375,0.0,0.0,0.0,0.0,222.836,0.6,1.0,0.4,0.76,222.836,0.0879715667971124,1,High,Very high purchase frequency,Broad category diversity,Multiple payment methods,Very high purchase frequency | Broad category diversity | Multiple payment methods
acea6bd29b8c1e3c6a8b266a8fb4475e,4,646.99,161.7475,7,167,246,0.0,0.0,0.0,0.0,7,2.571428571428572,0.4285714285714285,2,1.4285714285714286,0.4285714285714285,2,0.8571428571428571,1.75,0.016260162601626,2.630040650406504,0.0,0.0,0.0,0.0,92.42714285714284,0.5,1.75,0.5,0.3571428571428571,92.42714285714284,0.0876217034992632,1,High,Very high purchase frequency,Large number of purchased items,Multiple payment methods,Very high purchase frequency | Large number of purchased items | Multiple payment methods
d132b863416f85f2abb1a988ca05dd12,3,1276.52,425.50666666666666,5,88,341,0.0,0.0,1.0,239.34,5,5.0,0.0,1,2.2,1.0,2,0.8,1.6666666666666667,0.0087976539589442,3.743460410557185,0.0,0.1874941246513959,0.0,0.3333333333333333,255.304,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.7333333333333334,255.304,0.0875709023998059,1,High,Very high purchase frequency,Exceptional total spending,Large number of purchased items,Very high purchase frequency | Exceptional total spending | Large number of purchased items
9c3af16efacb7aa06aa3bc674556c5d6,2,443.08,221.54,2,23,53,1.0,221.54,2.0,443.08,3,1.0,1.0,2,2.333333333333333,0.6666666666666666,1,1.0,1.0,0.0377358490566037,8.36,0.5,1.0,0.5,1.0,147.69333333333333,0.5,1.5,1.0,1.1666666666666667,221.54,0.0869915240470848,1,High,High recent spending (30 days),Heavy ordering in last 30 days,Large share of spending in last 30 days,High recent spending (30 days) | Heavy ordering in last 30 days | Large share of spending in last 30 days
ca994abc57b0bd7981d91d0061b3d8d6,3,586.3000000000001,195.43333333333337,3,423,38,0.0,0.0,0.0,0.0,5,2.8,0.4,2,1.0,0.0,2,0.6,1.0,0.0789473684210526,15.428947368421056,0.0,0.0,0.0,0.0,117.26000000000002,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,195.43333333333337,0.0869038592547015,1,High,Very high purchase frequency,Multiple payment methods,Broad category diversity,Very high purchase frequency | Multiple payment methods | Broad category diversity
1f98d2384ff7a372e6a2d3bb75cbcd54,2,1381.41,690.705,9,139,1,0.0,0.0,0.0,0.0,9,1.0,1.0,1,1.0,0.0,1,1.0,4.5,2.0,1381.41,0.0,0.0,0.0,0.0,153.49,0.5,4.5,0.5,0.5,153.49,0.0867549072450448,1,High,Very high spending rate,Very frequent ordering,Large number of purchased items,Very high spending rate | Very frequent ordering | Large number of purchased items
05cb25c0b98e8d6f839049d97adfecab,1,814.37,814.37,3,87,0,0.0,0.0,1.0,814.37,3,1.0,1.0,1,10.0,1.0,2,0.6666666666666666,3.0,0.0,0.0,0.0,1.0,0.0,1.0,271.45666666666665,2.0,3.0,1.0,10.0,271.45666666666665,0.086644019978624,1,High,High recent spending (90 days),Unusual category diversity,Exceptional total spending,High recent spending (90 days) | Unusual category diversity | Exceptional total spending
a5d3bfee5b23b430b95c4ae295e1028a,2,213.7,106.85,11,633,2,0.0,0.0,0.0,0.0,11,1.0,1.0,1,1.0,1.0,1,1.0,5.5,1.0,106.85,0.0,0.0,0.0,0.0,19.42727272727273,0.5,5.5,0.5,0.5,19.42727272727273,0.0859506469284255,1,High,Very frequent ordering,Large number of purchased items,Unusually high review activity,Very frequent ordering | Large number of purchased items | Unusually high review activity
397b44d5bb99eabf54ea9c2b41ebb905,4,1716.56,429.14,6,122,157,0.0,0.0,0.0,0.0,7,5.0,0.0,3,1.5714285714285714,0.4285714285714285,1,1.0,1.5,0.0254777070063694,10.933503184713375,0.0,0.0,0.0,0.0,245.22285714285712,0.25,1.75,0.75,0.3928571428571428,286.0933333333333,0.0859323367586186,1,High,Very high purchase frequency,Multiple payment methods,Exceptional total spending,Very high purchase frequency | Multiple payment methods | Exceptional total spending
4329ca9025968ae028dd7eb9106750fa,1,435.96,435.96,3,73,0,0.0,0.0,1.0,435.96,3,1.0,1.0,1,12.0,1.0,3,0.3333333333333333,3.0,0.0,0.0,0.0,1.0,0.0,1.0,145.32,3.0,3.0,1.0,12.0,145.32,0.0855243991294416,1,High,Unusual category diversity,Broad category diversity,High recent spending (90 days),Unusual category diversity | Broad category diversity | High recent spending (90 days)
a3dc27d87234f862d7e61a0148c77fa9,3,628.63,209.5433333333333,11,188,48,0.0,0.0,0.0,0.0,11,5.0,0.0,1,1.0,0.0,2,0.5454545454545454,3.6666666666666665,0.0625,13.096458333333333,0.0,0.0,0.0,0.0,57.14818181818182,0.6666666666666666,3.6666666666666665,0.3333333333333333,0.3333333333333333,57.14818181818182,0.0850096132500491,1,High,Large number of purchased items,Very high purchase frequency,Unusually high review activity,Large number of purchased items | Very high purchase frequency | Unusually high review activity
0e9bafe047d5c6fe3fd8ef6bcdce9a1a,1,612.98,612.98,0,51,0,0.0,0.0,1.0,612.98,1,1.0,1.0,1,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,612.98,0.0,1.0,1.0,1.0,0.0,0.0849958196983659,1,High,High recent spending (90 days),Highly concentrated shopping,Unusual category diversity,High recent spending (90 days) | Highly concentrated shopping | Unusual category diversity
54982b0c374191195d5f433c7cccae90,2,1098.34,549.17,4,72,19,0.0,0.0,1.0,675.75,4,5.0,0.0,1,9.5,1.0,1,1.0,2.0,0.1052631578947368,57.80736842105263,0.0,0.6152466449369048,0.0,0.5,274.585,0.5,2.0,0.5,4.75,274.585,0.084598199817668,1,High,High recent spending (90 days),Exceptional total spending,Very high purchase frequency,High recent spending (90 days) | Exceptional total spending | Very high purchase frequency
6dde57240c2e18d525327e76aa288b65,1,8.9,8.9,0,414,0,0.0,0.0,0.0,0.0,10,1.0,1.0,1,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,10.0,1.0,1.0,0.0,0.084571892222232,1,High,Unusually high review activity,Unusual review activity,Highly concentrated shopping,Unusually high review activity | Unusual review activity | Highly concentrated shopping
906a8a4ec9f3d4c3e64fa6d1c4fe6009,2,2020.86,1010.43,7,90,15,0.0,0.0,0.0,0.0,7,2.4285714285714284,0.8571428571428571,1,1.0,0.0,2,0.8571428571428571,3.5,0.1333333333333333,134.724,0.0,0.0,0.0,0.0,288.6942857142857,1.0,3.5,0.5,0.5,288.6942857142857,0.0844466356827813,1,High,Exceptional total spending,Large number of purchased items,Very high spending rate,Exceptional total spending | Large number of purchased items | Very high spending rate
032b3a42598667caf2e099999b9dc1b9,2,495.96,247.98,3,85,1,0.0,0.0,2.0,495.96,3,5.0,0.0,1,1.0,0.0,2,0.6666666666666666,1.5,2.0,495.96,0.0,1.0,0.0,1.0,165.32,1.0,1.5,0.5,0.5,165.32,0.0837728497841128,1,High,Very frequent ordering,Very high spending rate,Heavy ordering in last 90 days,Very frequent ordering | Very high spending rate | Heavy ordering in last 90 days
2bda8b5ca873c93f2e13ee19397429c8,1,226.88,226.88,5,58,0,0.0,0.0,1.0,226.88,5,1.0,1.0,1,10.0,1.0,2,0.8,5.0,0.0,0.0,0.0,1.0,0.0,1.0,45.376,2.0,5.0,1.0,10.0,45.376,0.0837202314005262,1,High,Large basket size,Large number of purchased items,Unusual category diversity,Large basket size | Large number of purchased items | Unusual category diversity
50c7adf7c25188cf27f66e1cfe278fad,2,396.68,198.34,1,70,17,0.0,0.0,2.0,396.68,2,2.0,1.0,2,4.5,0.5,1,1.0,0.5,0.1176470588235294,23.334117647058825,0.0,1.0,0.0,1.0,198.34,0.5,1.0,1.0,2.25,396.68,0.0833540751260066,1,High,Heavy ordering in last 90 days,Multiple payment methods,Very high purchase frequency,Heavy ordering in last 90 days | Multiple payment methods | Very high purchase frequency
e8e76b99c4deb6dd66ace26de01e426b,1,30.0,30.0,0,469,0,0.0,0.0,0.0,0.0,4,1.0,1.0,2,1.0,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,4.0,2.0,1.0,0.0,0.0833228678595608,1,High,Multiple payment methods,Unusual payment diversity,Highly concentrated shopping,Multiple payment methods | Unusual payment diversity | Highly concentrated shopping
ed917c786a8a3e411eae87aeca27cb27,2,66.81,33.405,4,132,37,0.0,0.0,0.0,0.0,20,5.0,0.0,2,1.0,0.2,3,0.5,2.0,0.054054054054054,1.805675675675676,0.0,0.0,0.0,0.0,3.3405,1.5,10.0,1.0,0.5,16.7025,0.0824102441964332,1,High,Unusually high review activity,Broad category diversity,Unusual review activity,Unusually high review activity | Broad category diversity | Unusual review activity
d50c10b739ca1b20e38519852508ad9b,1,435.93,435.93,3,69,0,0.0,0.0,1.0,435.93,3,2.0,1.0,1,10.0,1.0,3,0.3333333333333333,3.0,0.0,0.0,0.0,1.0,0.0,1.0,145.31,3.0,3.0,1.0,10.0,145.31,0.0823376303245547,1,High,Unusual category diversity,Broad category diversity,High recent spending (90 days),Unusual category diversity | Broad category diversity | High recent spending (90 days)
