customer_unique_id,frequency_orders,monetary_total_spend,avg_order_value,total_items_bought,recency_days,customer_tenure_days,orders_last_30d,spend_last_30d,orders_last_90d,spend_last_90d,num_reviews,avg_review_score,negative_review_ratio,num_payment_types_used,avg_installments,credit_card_ratio,num_unique_categories,favorite_category_ratio,avg_items_per_order,orders_per_tenure_day,spend_per_tenure_day,recent_30d_spend_share,recent_90d_spend_share,recent_30d_order_share,recent_90d_order_share,spend_per_review,categories_per_order,reviews_per_order,payment_types_per_order,installments_per_order,spend_per_item,anomaly_score,is_anomaly,anomaly_severity,top_reason,second_reason,third_reason,reason_summary
9a736b248f67d166d2fbb006bcb877c3,2,24.73,12.364999999999998,4,435,12,0.0,0.0,0.0,0.0,75,5.0,0.0,1,1.0,0.0,3,0.56,2.0,0.1666666666666666,2.060833333333333,0.0,0.0,0.0,0.0,0.3297333333333332,1.5,37.5,0.5,0.5,6.182499999999999,334.71708544063665,1,High,Unusually high review activity,Unusual review activity,Broad category diversity,Unusually high review activity | Unusual review activity | Broad category diversity
b9badb100ff8ecc16a403111209e3a06,3,740.8299999999999,246.9433333333333,5,74,482,0.0,0.0,1.0,62.92,5,3.2,0.2,2,2.8,0.4,3,0.4,1.6666666666666667,0.0062240663900414,1.536991701244813,0.0,0.0849317657222304,0.0,0.3333333333333333,148.166,1.0,1.6666666666666667,0.6666666666666666,0.9333333333333332,148.166,319.58238485573656,1,High,Very high purchase frequency,Unusual customer tenure,Broad category diversity,Very high purchase frequency | Unusual customer tenure | Broad category diversity
1b7b7f9631cd453251d0b328c9b38a2a,2,310.84000000000003,155.42000000000002,2,93,482,0.0,0.0,0.0,0.0,2,5.0,0.0,2,5.5,0.5,2,0.5,1.0,0.0041493775933609,0.644896265560166,0.0,0.0,0.0,0.0,155.42000000000002,1.0,1.0,1.0,2.75,155.42000000000002,319.52490024127815,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
423d40b193638955a782839886648464,2,958.13,479.065,2,71,472,0.0,0.0,1.0,743.04,2,5.0,0.0,1,5.5,1.0,1,1.0,1.0,0.0042372881355932,2.0299364406779663,0.0,0.7755106300815129,0.0,0.5,479.065,0.5,1.0,0.5,2.75,479.065,317.460381748255,1,High,High recent spending (90 days),Unusual customer tenure,Very high purchase frequency,High recent spending (90 days) | Unusual customer tenure | Very high purchase frequency
e219a439f6ca99e32824bcc7153969c9,2,342.51,171.255,2,92,468,0.0,0.0,0.0,0.0,2,5.0,0.0,1,6.0,1.0,2,0.5,1.0,0.0042735042735042,0.7318589743589743,0.0,0.0,0.0,0.0,171.255,1.0,1.0,0.5,3.0,171.255,315.53534736085845,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
3af90f255e824d1d53b3584a4e89ad58,2,224.68,112.34,3,161,466,0.0,0.0,0.0,0.0,3,2.333333333333333,0.3333333333333333,1,4.666666666666667,1.0,2,0.6666666666666666,1.5,0.0042918454935622,0.4821459227467811,0.0,0.0,0.0,0.0,74.89333333333333,1.0,1.5,0.5,2.333333333333333,74.89333333333333,314.82850718894355,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
6fbc7cdadbb522125f4b27ae9dee4060,1,31.43,31.43,2,390,0,0.0,0.0,0.0,0.0,38,5.0,0.0,2,1.0,0.0526315789473684,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8271052631578947,1.0,38.0,2.0,1.0,15.715,313.2832658907326,1,High,Unusually high review activity,Unusual review activity,Multiple payment methods,Unusually high review activity | Unusual review activity | Multiple payment methods
acf91aaa6f337456d3c506a5a494552c,2,165.01999999999998,82.50999999999999,2,173,462,0.0,0.0,0.0,0.0,2,4.5,0.0,2,3.0,0.5,2,0.5,1.0,0.0043290043290043,0.3571861471861471,0.0,0.0,0.0,0.0,82.50999999999999,1.0,1.0,1.0,1.5,82.50999999999999,313.22054873065537,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
dc48b0a1b0e6abb6586f322c189f6b93,3,327.39,109.13,4,58,459,0.0,0.0,1.0,133.62,4,4.0,0.0,1,9.0,1.0,4,0.25,1.3333333333333333,0.0065359477124183,0.7132679738562091,0.0,0.4081370842114909,0.0,0.3333333333333333,81.8475,1.3333333333333333,1.3333333333333333,0.3333333333333333,3.0,81.8475,312.2882222355118,1,High,Broad category diversity,Very high purchase frequency,Unusual customer tenure,Broad category diversity | Very high purchase frequency | Unusual customer tenure
46ed126bcf1df6e195dbc63d7c320983,2,260.38,130.19,2,58,457,0.0,0.0,1.0,43.32,2,5.0,0.0,1,5.5,1.0,2,0.5,1.0,0.0043763676148796,0.5697592997811816,0.0,0.1663722252093094,0.0,0.5,130.19,1.0,1.0,0.5,2.75,130.19,311.165424598168,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
71a92fd3087501bcfba6e6e1ef7e8fd7,2,239.83,119.915,2,69,457,0.0,0.0,1.0,25.0,3,4.0,0.0,2,4.0,0.6666666666666666,2,0.6666666666666666,1.0,0.0043763676148796,0.5247921225382932,0.0,0.1042405036901138,0.0,0.5,79.94333333333334,1.0,1.5,1.0,2.0,119.915,311.0478577597211,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
fb920961e4d8e55fd9c357976a611765,2,60.0,30.0,2,116,455,0.0,0.0,0.0,0.0,4,5.0,0.0,2,1.0,0.5,1,1.0,1.0,0.0043956043956043,0.1318681318681318,0.0,0.0,0.0,0.0,15.0,0.5,2.0,1.0,0.5,30.0,310.9583023351934,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
4092bf290aa60e4f2d4a0dcc2f38c954,2,583.77,291.885,3,115,454,0.0,0.0,0.0,0.0,3,3.0,0.6666666666666666,1,1.0,0.0,1,1.0,1.5,0.0044052863436123,1.2858370044052865,0.0,0.0,0.0,0.0,194.59,0.5,1.5,0.5,0.5,194.59,310.4540289817624,1,High,Unusual customer tenure,Very high purchase frequency,Unusual payment diversity,Unusual customer tenure | Very high purchase frequency | Unusual payment diversity
1f98e3467d2b48dfb44fc12b137d3447,2,473.97,236.985,2,285,454,0.0,0.0,0.0,0.0,2,5.0,0.0,1,6.5,1.0,2,0.5,1.0,0.0044052863436123,1.0439867841409691,0.0,0.0,0.0,0.0,236.985,1.0,1.0,0.5,3.25,236.985,310.3143425605392,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
313febe2adc914a7cb3f6e903f8e13cf,2,161.48000000000002,80.74000000000001,5,66,452,0.0,0.0,1.0,130.8,5,5.0,0.0,1,1.0,0.0,1,1.0,2.5,0.0044247787610619,0.3572566371681416,0.0,0.8100074312608372,0.0,0.5,32.29600000000001,0.5,2.5,0.5,0.5,32.29600000000001,310.05817617222084,1,High,Unusual customer tenure,Large number of purchased items,Very high purchase frequency,Unusual customer tenure | Large number of purchased items | Very high purchase frequency
7cf08f01ab6a6a1365e1613989a65158,2,193.88,96.94,2,162,453,0.0,0.0,0.0,0.0,2,5.0,0.0,1,5.0,1.0,2,0.5,1.0,0.0044150110375275,0.4279911699779249,0.0,0.0,0.0,0.0,96.94,1.0,1.0,0.5,2.5,96.94,309.84402620165434,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
4702ba5faa8283e0f6b6a545cdaf8a9f,2,296.53,148.265,2,72,449,0.0,0.0,1.0,211.84,2,5.0,0.0,2,4.5,0.5,2,0.5,1.0,0.0044543429844097,0.6604231625835189,0.0,0.7143965197450511,0.0,0.5,148.265,1.0,1.0,1.0,2.25,148.265,308.7540318026451,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
eeea20d93b0e221411defcabab3c8949,2,281.15,140.575,3,125,448,0.0,0.0,0.0,0.0,3,5.0,0.0,1,1.0,0.0,2,0.6666666666666666,1.5,0.0044642857142857,0.6275669642857142,0.0,0.0,0.0,0.0,93.71666666666664,1.0,1.5,0.5,0.5,93.71666666666664,308.35247579641896,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
8cfc5350efe3bce6a0d6f96fbaf2c3b4,2,155.76,77.88,2,74,447,0.0,0.0,1.0,113.76,2,3.0,0.5,2,2.0,0.5,2,0.5,1.0,0.0044742729306487,0.3484563758389261,0.0,0.7303543913713406,0.0,0.5,77.88,1.0,1.0,1.0,1.0,77.88,308.14706135014785,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
4e65032f1f574189fb793bac5a867bbc,5,490.41,98.082,6,126,444,0.0,0.0,0.0,0.0,6,5.0,0.0,1,4.333333333333333,1.0,4,0.5,1.2,0.0112612612612612,1.104527027027027,0.0,0.0,0.0,0.0,81.735,0.8,1.2,0.2,0.8666666666666666,81.735,307.9877830475538,1,High,Very high purchase frequency,Broad category diversity,Large number of purchased items,Very high purchase frequency | Broad category diversity | Large number of purchased items
c7819760e70376028f519e3b57e6c441,2,138.28,69.14,2,76,444,0.0,0.0,1.0,93.28,2,2.0,0.5,1,6.0,1.0,2,0.5,1.0,0.0045045045045045,0.3114414414414414,0.0,0.6745733294764247,0.0,0.5,69.14,1.0,1.0,0.5,3.0,69.14,307.47035001460324,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
0178b244a5c281fb2ade54038dd4b161,2,259.89,129.945,4,82,443,0.0,0.0,1.0,157.86,4,3.25,0.0,1,8.25,1.0,1,1.0,2.0,0.0045146726862302,0.5866591422121896,0.0,0.6074108276578554,0.0,0.5,64.9725,0.5,2.0,0.5,4.125,64.9725,307.30480717214243,1,High,Unusual customer tenure,Very high purchase frequency,Large number of purchased items,Unusual customer tenure | Very high purchase frequency | Large number of purchased items
0ef7b906320b21fe4d39f99496aaa2d8,2,210.22,105.11,2,75,444,0.0,0.0,1.0,93.28,2,5.0,0.0,2,1.5,0.5,2,0.5,1.0,0.0045045045045045,0.4734684684684684,0.0,0.4437256207782323,0.0,0.5,105.11,1.0,1.0,1.0,0.75,105.11,307.27902563097894,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
6f1b9f60ea8ee748140353648c2d8d8f,2,496.76,248.38,2,119,441,0.0,0.0,0.0,0.0,2,5.0,0.0,1,6.0,1.0,2,0.5,1.0,0.0045351473922902,1.126439909297052,0.0,0.0,0.0,0.0,248.38,1.0,1.0,0.5,3.0,248.38,306.6178256303786,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
a4030b5e97ffc14114e66d82df860f6f,2,66.96000000000001,33.480000000000004,2,139,438,0.0,0.0,0.0,0.0,2,3.5,0.0,1,1.0,1.0,2,0.5,1.0,0.0045662100456621,0.1528767123287671,0.0,0.0,0.0,0.0,33.480000000000004,1.0,1.0,0.5,0.5,33.480000000000004,306.2095933565494,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
796214f3f3b496b3b116986185984393,2,639.34,319.67,3,61,434,0.0,0.0,1.0,494.62,3,4.333333333333333,0.0,2,4.0,0.3333333333333333,2,0.6666666666666666,1.5,0.0046082949308755,1.4731336405529956,0.0,0.7736415678668627,0.0,0.5,213.11333333333332,1.0,1.5,1.0,2.0,213.11333333333332,305.78005650193256,1,High,Unusual customer tenure,Multiple payment methods,High recent spending (90 days),Unusual customer tenure | Multiple payment methods | High recent spending (90 days)
eb4520b16c32518b6615f2d50f1be1bb,2,418.68,209.34,4,84,435,0.0,0.0,1.0,184.1,4,4.0,0.0,1,9.0,1.0,2,0.75,2.0,0.0045977011494252,0.9624827586206895,0.0,0.43971529569122,0.0,0.5,104.67,1.0,2.0,0.5,4.5,104.67,305.6874193446542,1,High,Unusual customer tenure,Very high purchase frequency,Large number of purchased items,Unusual customer tenure | Very high purchase frequency | Large number of purchased items
dc813062e0fc23409cd255f7f53c7074,6,1094.63,182.43833333333336,11,56,417,0.0,0.0,1.0,122.08,11,4.363636363636363,0.0,1,12.272727272727272,1.0,3,0.3636363636363636,1.8333333333333333,0.014388489208633,2.6250119904076743,0.0,0.1115262691503064,0.0,0.1666666666666666,99.5118181818182,0.5,1.8333333333333333,0.1666666666666666,2.0454545454545454,99.5118181818182,305.45403581461545,1,High,Very high purchase frequency,Large number of purchased items,Unusually high review activity,Very high purchase frequency | Large number of purchased items | Unusually high review activity
041caba6a63ace5818387698ea85cdb2,3,153.45999999999998,51.15333333333333,3,147,434,0.0,0.0,0.0,0.0,3,4.666666666666667,0.0,1,1.6666666666666667,1.0,3,0.3333333333333333,1.0,0.0069124423963133,0.3535944700460829,0.0,0.0,0.0,0.0,51.15333333333333,1.0,1.0,0.3333333333333333,0.5555555555555556,51.15333333333333,305.24719871892444,1,High,Very high purchase frequency,Broad category diversity,Unusual customer tenure,Very high purchase frequency | Broad category diversity | Unusual customer tenure
4041baa51d9eae8f5955ccd4f02bb044,2,162.76,81.38,2,87,431,0.0,0.0,1.0,100.41,2,4.5,0.0,2,2.5,0.5,1,1.0,1.0,0.0046403712296983,0.3776334106728538,0.0,0.6169206193167854,0.0,0.5,81.38,0.5,1.0,1.0,1.25,81.38,304.7843313519435,1,High,Unusual customer tenure,Multiple payment methods,Very high purchase frequency,Unusual customer tenure | Multiple payment methods | Very high purchase frequency
5d323409404dee6bdb0f6cf9ef828dae,2,233.63,116.815,3,107,432,0.0,0.0,0.0,0.0,3,3.6666666666666665,0.0,2,4.333333333333333,0.6666666666666666,3,0.3333333333333333,1.5,0.0046296296296296,0.5408101851851852,0.0,0.0,0.0,0.0,77.87666666666667,1.5,1.5,1.0,2.1666666666666665,77.87666666666667,304.77086961941046,1,High,Broad category diversity,Unusual customer tenure,Multiple payment methods,Broad category diversity | Unusual customer tenure | Multiple payment methods
cb36d0f12c99d07935b706269045f613,2,199.18,99.59,2,138,432,0.0,0.0,0.0,0.0,2,5.0,0.0,1,3.5,1.0,2,0.5,1.0,0.0046296296296296,0.4610648148148148,0.0,0.0,0.0,0.0,99.59,1.0,1.0,0.5,1.75,99.59,304.7448182010414,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
cd6c68c5fad15e0a5a5c1150546704e0,2,697.42,348.71,2,65,428,0.0,0.0,1.0,88.15,2,5.0,0.0,1,5.0,1.0,2,0.5,1.0,0.0046728971962616,1.629485981308411,0.0,0.1263944251670442,0.0,0.5,348.71,1.0,1.0,0.5,2.5,348.71,304.23072661604067,1,High,Unusual customer tenure,Very high purchase frequency,Broad category diversity,Unusual customer tenure | Very high purchase frequency | Broad category diversity
4facc2e6fbc2bffab2fea92d2b4aa7e4,4,1760.75,440.1875,4,65,420,0.0,0.0,2.0,1276.86,4,3.0,0.25,1,9.0,1.0,1,1.0,1.0,0.0095238095238095,4.192261904761905,0.0,0.7251796109612381,0.0,0.5,440.1875,0.25,1.0,0.25,2.25,440.1875,304.0366517592621,1,High,High recent spending (90 days),Very high purchase frequency,Exceptional total spending,High recent spending (90 days) | Very high purchase frequency | Exceptional total spending
