customer_unique_id,isolation,lof,ocsvm,votes,detected_by,models,first_order_date,last_order_date,frequency_orders,monetary_total_spend,avg_order_value,total_items_bought,snapshot_date,recency_days,customer_tenure_days,orders_last_30d,spend_last_30d,orders_last_90d,spend_last_90d,num_reviews,avg_review_score,min_review_score,negative_review_ratio,num_payment_types_used,avg_installments,credit_card_ratio,num_unique_categories,favorite_category,favorite_category_ratio
025cf7c2f32536f0be1ab412bb6602d2,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-08-17 10:59:18,2018-08-17 10:59:18,1,1812.71,1812.71,1,2018-10-18 17:30:18,62,0,0.0,0.0,1.0,1812.71,0,,,0.0,2,5.5,0.5,1,auto,1.0
02a2a0a9627a062602de754d75038ce4,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-08-08 20:48:39,2018-08-08 20:48:39,1,532.49,532.49,1,2018-10-18 17:30:18,70,0,0.0,0.0,1.0,532.49,0,,,0.0,1,8.0,1.0,1,small_appliances,1.0
02ccceb879088a0253e1e46e0200bdb8,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-08-09 08:55:38,2018-08-09 08:55:38,1,2512.53,2512.53,1,2018-10-18 17:30:18,70,0,0.0,0.0,1.0,2512.53,1,4.0,4.0,0.0,1,1.0,0.0,1,housewares,1.0
02e9109b7e0a985108b43e573b6afb23,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-11-23 16:19:10,2018-05-14 11:04:55,3,602.73,200.91,5,2018-10-18 17:30:18,157,171,0.0,0.0,0.0,0.0,5,4.2,4.0,0.0,1,1.0,0.0,2,bed_bath_table,0.8
02e9827c15167f699df7bf90d326ffdb,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-03-04 13:42:10,2018-04-07 18:22:27,2,68.86,34.43,2,2018-10-18 17:30:18,193,34,0.0,0.0,0.0,0.0,2,4.5,4.0,0.0,2,1.0,0.5,1,housewares,1.0
030a810edeec1ceea314282513023587,1,1,0,2,2,Isolation Forest; LOF,2017-05-09 14:46:34,2017-05-09 14:46:34,1,2794.5,2794.5,1,2018-10-18 17:30:18,527,0,0.0,0.0,0.0,0.0,1,2.0,2.0,1.0,1,1.0,0.0,0,,0.0
031ea691b99fc101dcad357d1a83573f,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-05-16 13:42:51,2017-07-10 22:28:33,2,73.04,36.52,2,2018-10-18 17:30:18,464,55,0.0,0.0,0.0,0.0,2,4.0,4.0,0.0,1,2.0,1.0,2,electronics,0.5
032b3a42598667caf2e099999b9dc1b9,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-07-23 15:11:08,2018-07-24 21:17:34,2,495.96,247.98,3,2018-10-18 17:30:18,85,1,0.0,0.0,2.0,495.96,3,5.0,5.0,0.0,1,1.0,0.0,2,housewares,0.6666666666666666
0341bbd5c969923a0f801b9e2d10a7b8,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-05-28 14:18:26,2018-05-30 13:00:03,2,1999.6799999999998,999.8399999999999,6,2018-10-18 17:30:18,141,1,0.0,0.0,0.0,0.0,6,5.0,5.0,0.0,1,10.0,1.0,2,furniture_living_room,0.5
03796b63235e0e0a299084988c662c7e,0,1,1,2,2,LOF; One-Class SVM,2017-02-21 18:35:38,2017-02-21 18:35:38,1,3602.47,3602.47,1,2018-10-18 17:30:18,603,0,0.0,0.0,0.0,0.0,1,5.0,5.0,0.0,1,1.0,1.0,1,computers,1.0
038301b43811478e1a8dc0e476eaf52e,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-11-13 09:49:19,2018-04-12 20:58:52,2,645.53,322.765,2,2018-10-18 17:30:18,188,150,0.0,0.0,0.0,0.0,2,4.5,4.0,0.0,1,1.0,0.0,2,perfumery,0.5
03d4953a455f8489e712ea80699de878,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-09-14 19:08:45,2018-07-21 15:45:49,2,72.65,36.325,2,2018-10-18 17:30:18,89,309,0.0,0.0,1.0,33.33,2,5.0,5.0,0.0,1,1.5,1.0,2,construction_tools_construction,0.5
03ef7f03905227e15c7b6c860554b3cb,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-05-01 19:00:40,2018-07-18 13:07:19,2,238.55,119.275,2,2018-10-18 17:30:18,92,77,0.0,0.0,0.0,0.0,2,5.0,5.0,0.0,2,1.0,0.5,2,health_beauty,0.5
041caba6a63ace5818387698ea85cdb2,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-03-15 21:50:14,2018-05-24 13:50:33,3,153.45999999999998,51.15333333333333,3,2018-10-18 17:30:18,147,434,0.0,0.0,0.0,0.0,3,4.666666666666667,4.0,0.0,1,1.6666666666666667,1.0,3,auto,0.3333333333333333
043aee247e71edff7045664609f4d806,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-03-22 12:29:08,2017-07-17 19:00:49,3,690.52,230.17333333333332,3,2018-10-18 17:30:18,457,117,0.0,0.0,0.0,0.0,4,4.25,4.0,0.0,1,5.0,1.0,1,bed_bath_table,1.0
053b7090271ed4dacbfe0afd6382bbab,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-07-31 22:17:36,2017-09-28 23:13:40,2,115.49,57.745,5,2018-10-18 17:30:18,384,59,0.0,0.0,0.0,0.0,5,4.8,4.0,0.0,1,3.6,1.0,2,furniture_decor,0.8
055ec572ac7f3c7bdd04a183830ebe59,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2017-06-18 17:22:09,2017-07-18 18:49:15,2,4053.08,2026.54,2,2018-10-18 17:30:18,456,30,0.0,0.0,0.0,0.0,2,1.0,1.0,1.0,1,10.0,1.0,1,auto,1.0
059e7585d8fcd2430a33375bdbcbb990,1,1,0,2,2,Isolation Forest; LOF,2018-08-19 11:55:56,2018-08-19 12:03:34,2,278.47,139.235,2,2018-10-18 17:30:18,60,0,0.0,0.0,2.0,278.47,3,5.0,5.0,0.0,1,6.333333333333333,1.0,2,baby,0.6666666666666666
05e52c1f96f8b83dd66dcdce679ff58d,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-05-13 23:45:23,2017-07-24 11:52:30,2,239.16,119.58,2,2018-10-18 17:30:18,451,71,0.0,0.0,0.0,0.0,2,4.0,3.0,0.0,1,8.5,1.0,2,furniture_decor,0.5
061e0d9d23f099ebcc78d1c90f94dfbe,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-08-12 17:34:48,2018-08-12 17:34:48,1,1654.46,1654.46,1,2018-10-18 17:30:18,66,0,0.0,0.0,1.0,1654.46,1,2.0,2.0,1.0,1,3.0,1.0,1,watches_gifts,1.0
0621c2a5979d3e887ae519620cbe2926,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-06-09 16:13:00,2017-08-10 09:47:46,2,514.49,257.245,3,2018-10-18 17:30:18,434,61,0.0,0.0,0.0,0.0,3,1.0,1.0,1.0,1,1.0,0.0,1,computers_accessories,1.0
0697142614905a50813d854fa08b8eaf,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-06-12 06:19:27,2018-07-23 15:53:16,2,103.13,51.565,2,2018-10-18 17:30:18,87,41,0.0,0.0,1.0,56.6,2,4.5,4.0,0.0,1,1.0,1.0,2,fashion_bags_accessories,0.5
070acf4df1234a6257809e4e79644481,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-10-26 14:42:55,2018-07-18 07:41:58,2,1011.02,505.51,7,2018-10-18 17:30:18,92,264,0.0,0.0,0.0,0.0,7,5.0,5.0,0.0,1,8.0,1.0,2,construction_tools_construction,0.8571428571428571
072a543c663f0b54b41af8b074162d62,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-08-16 10:46:39,2018-08-16 10:46:39,1,58.87,58.87,3,2018-10-18 17:30:18,63,0,0.0,0.0,1.0,58.87,15,5.0,5.0,0.0,2,1.2,0.2,1,furniture_decor,1.0
07342638d0e0aad32c3cf0efc1a37ba5,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-08-18 14:38:23,2017-09-27 08:28:04,2,619.38,309.69,4,2018-10-18 17:30:18,386,39,0.0,0.0,0.0,0.0,4,4.5,4.0,0.0,1,1.0,0.0,1,computers_accessories,1.0
07547425c8f7a7086f529f2d3b80d21a,1,1,0,2,2,Isolation Forest; LOF,2018-06-12 15:58:03,2018-06-12 15:58:03,1,397.9,397.9,4,2018-10-18 17:30:18,128,0,0.0,0.0,0.0,0.0,4,1.0,1.0,1.0,1,18.0,1.0,3,cine_photo,0.5
07a47aaed3703199835441d912aa3c43,1,1,0,2,2,Isolation Forest; LOF,2018-07-30 21:40:41,2018-07-30 21:40:41,1,23.29,23.29,0,2018-10-18 17:30:18,79,0,0.0,0.0,1.0,23.29,1,1.0,1.0,1.0,1,1.0,0.0,0,,0.0
07ff81a9676efa0286ddd3f09e7c0063,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-02-16 15:56:36,2018-06-11 17:56:07,2,484.32,242.16,12,2018-10-18 17:30:18,128,115,0.0,0.0,0.0,0.0,12,3.0,1.0,0.5,1,1.0,0.0,1,watches_gifts,1.0
0807baeeeaa1309effbd9a9dee41ab17,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-03-28 13:55:28,2018-05-08 00:06:19,2,384.44,192.22,4,2018-10-18 17:30:18,163,40,0.0,0.0,0.0,0.0,4,5.0,5.0,0.0,1,5.0,1.0,2,furniture_decor,0.75
0810492c615d973d804931e404adade7,1,1,0,2,2,Isolation Forest; LOF,2018-07-26 14:08:01,2018-07-26 14:08:01,1,20.38,20.38,1,2018-10-18 17:30:18,84,0,0.0,0.0,1.0,20.38,1,5.0,5.0,0.0,1,1.0,0.0,0,,0.0
083ca1aa470c280236380973a48f77c6,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-07-28 04:06:33,2018-08-13 22:19:59,4,320.26,80.065,4,2018-10-18 17:30:18,65,381,0.0,0.0,1.0,105.29,4,5.0,5.0,0.0,1,5.25,1.0,4,food,0.25
083ce299ea3fc1eba79bd0b17f64555b,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-01-22 18:30:11,2018-08-23 14:56:46,2,113.95,56.975,2,2018-10-18 17:30:18,56,212,0.0,0.0,1.0,67.17,2,4.5,4.0,0.0,1,1.5,1.0,2,consoles_games,0.5
084be429c23e342acf5084ac6156d22e,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-04-24 19:49:20,2018-07-22 15:53:46,2,177.82999999999998,88.91499999999999,2,2018-10-18 17:30:18,88,88,0.0,0.0,1.0,91.78,2,4.5,4.0,0.0,1,5.0,1.0,1,bed_bath_table,1.0
08642cd329066fe11ec63293f714f2f8,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-07-22 07:46:57,2018-09-20 13:54:16,2,382.92,191.46,1,2018-10-18 17:30:18,28,60,1.0,191.46,2.0,382.92,2,2.0,2.0,1.0,2,1.5,0.5,1,telephony,1.0
0895c61a77b305efdfad13596c749c60,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-12-01 14:35:06,2018-04-11 11:59:18,2,623.4,311.7,2,2018-10-18 17:30:18,190,130,0.0,0.0,0.0,0.0,3,3.6666666666666665,3.0,0.0,1,8.0,1.0,2,watches_gifts,0.6666666666666666
089bc915af34d9041b3a88a1aa84292b,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-11-15 10:42:57,2018-01-14 20:44:16,2,123.47,61.735,2,2018-10-18 17:30:18,276,60,0.0,0.0,0.0,0.0,2,1.0,1.0,1.0,1,3.0,1.0,2,bed_bath_table,0.5
08a374bca4063116d5530a7b04ecaf3f,1,1,0,2,2,Isolation Forest; LOF,2018-08-13 12:13:40,2018-08-13 12:31:56,2,342.77,171.385,7,2018-10-18 17:30:18,66,0,0.0,0.0,2.0,342.77,7,5.0,5.0,0.0,1,10.0,1.0,2,construction_tools_construction,0.8571428571428571
08c07c761592a71b85136aa4fe76a6f4,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-08-11 12:22:46,2018-04-06 15:28:48,3,405.03,135.01,3,2018-10-18 17:30:18,195,238,0.0,0.0,0.0,0.0,3,5.0,5.0,0.0,1,2.3333333333333335,1.0,2,health_beauty,0.6666666666666666
08e5b38d7948d37fbb2a59fc5e175ab1,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-03-03 02:21:56,2018-05-10 03:38:27,4,1056.33,264.0825,4,2018-10-18 17:30:18,161,68,0.0,0.0,0.0,0.0,4,4.0,4.0,0.0,2,2.0,0.5,1,watches_gifts,1.0
08f334e84bc7ab7b588cb7fc77dd7f4a,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-07-14 18:19:56,2018-08-15 08:34:42,2,1570.4,785.2,1,2018-10-18 17:30:18,64,31,0.0,0.0,1.0,785.2,2,1.0,1.0,1.0,2,2.5,0.5,1,housewares,1.0
09687a7b7431a93b5c53b50ba779bf94,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-09-11 16:45:54,2018-09-11 16:45:54,1,258.67,258.67,0,2018-10-18 17:30:18,37,0,0.0,0.0,1.0,258.67,1,1.0,1.0,1.0,1,1.0,0.0,0,,0.0
09baec50afccbb414f24bf8e0bc7c020,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-12-03 19:22:06,2018-05-16 01:18:19,2,714.8299999999999,357.41499999999996,3,2018-10-18 17:30:18,155,163,0.0,0.0,0.0,0.0,3,5.0,5.0,0.0,1,1.0,1.0,2,housewares,0.6666666666666666
0a0a92112bd4c708ca5fde585afaa872,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2017-09-29 15:24:52,2017-09-29 15:24:52,1,13664.08,13664.08,8,2018-10-18 17:30:18,384,0,0.0,0.0,0.0,0.0,8,1.0,1.0,1.0,1,1.0,1.0,1,fixed_telephony,1.0
0a5dadb73145d29f42f703c97c377ae8,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2018-09-06 10:48:12,2018-09-06 10:48:12,1,2266.61,2266.61,0,2018-10-18 17:30:18,42,0,0.0,0.0,1.0,2266.61,0,,,0.0,1,1.0,0.0,0,,0.0
0a609db8d244100909a15d65eadf8539,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-08-07 19:54:40,2017-10-18 15:53:47,3,501.16,167.05333333333334,4,2018-10-18 17:30:18,365,71,0.0,0.0,0.0,0.0,4,2.0,1.0,0.75,1,4.0,1.0,2,bed_bath_table,0.75
0a61b571f594b6919601bcf3380da7f7,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-08-11 17:35:47,2018-01-12 18:17:00,3,518.02,172.67333333333332,3,2018-10-18 17:30:18,278,154,0.0,0.0,0.0,0.0,3,4.333333333333333,4.0,0.0,1,7.333333333333333,1.0,1,pet_shop,1.0
0aa1ab39ff2b837c05d7c9ff85b6d983,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-01-05 10:44:19,2018-03-11 10:15:39,2,194.29,97.145,3,2018-10-18 17:30:18,221,64,0.0,0.0,0.0,0.0,5,5.0,5.0,0.0,2,4.2,0.6,2,furniture_decor,0.8
0aadc1d26d1c8b88a52c39a533ccea93,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-04-11 10:52:50,2017-11-28 10:27:09,2,1168.6999999999998,584.3499999999999,6,2018-10-18 17:30:18,324,230,0.0,0.0,0.0,0.0,10,1.0,1.0,1.0,2,6.4,0.6,1,sports_leisure,1.0
0abee71cd257861a0944e2a81cea4a50,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-03-12 09:38:04,2017-11-26 09:30:30,2,423.86,211.93,4,2018-10-18 17:30:18,326,258,0.0,0.0,0.0,0.0,4,4.25,4.0,0.0,1,1.75,1.0,2,bed_bath_table,0.75
0b18593e033697810a62a987e77f4b8c,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-06-02 09:18:44,2018-03-13 08:07:13,3,190.96,63.653333333333336,3,2018-10-18 17:30:18,219,283,0.0,0.0,0.0,0.0,3,5.0,5.0,0.0,1,1.0,0.0,2,bed_bath_table,0.6666666666666666
0b51518c7deffd54b13b007c9f91c3f0,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-05-04 22:52:52,2018-07-03 14:40:57,2,285.33000000000004,142.66500000000002,2,2018-10-18 17:30:18,107,59,0.0,0.0,0.0,0.0,2,5.0,5.0,0.0,1,2.5,1.0,2,perfumery,0.5
0b613a282e9dfd7cc3ba1c74468053f5,1,1,0,2,2,Isolation Forest; LOF,2018-07-27 19:46:45,2018-07-27 19:46:45,1,889.15,889.15,2,2018-10-18 17:30:18,82,0,0.0,0.0,1.0,889.15,2,5.0,5.0,0.0,1,10.0,1.0,2,furniture_decor,0.5
0bf1278577a2acf8532a031d98cd517c,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-10-08 20:45:59,2017-12-14 11:10:57,2,284.6,142.3,2,2018-10-18 17:30:18,308,66,0.0,0.0,0.0,0.0,2,4.0,4.0,0.0,1,5.5,1.0,2,art,0.5
0c1201c04330536234aaa49b396745d4,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-01-24 22:53:51,2018-08-05 07:57:13,2,425.44,212.72,2,2018-10-18 17:30:18,74,192,0.0,0.0,1.0,169.74,2,3.5,3.0,0.0,1,2.0,1.0,2,home_construction,0.5
0c3dbe243398d9af58ac1a6d27cbe004,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-03-23 21:53:52,2017-03-23 21:53:52,1,2116.01,2116.01,0,2018-10-18 17:30:18,573,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1,9.0,1.0,0,,0.0
0c8286526be3a0fc8f50b7267db95035,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-04-28 00:12:06,2018-03-30 00:06:55,2,345.52,172.76,4,2018-10-18 17:30:18,202,335,0.0,0.0,0.0,0.0,4,3.5,3.0,0.0,1,8.25,1.0,2,sports_leisure,0.75
0cc2ee1112a11a1094eff52fa2e87150,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-05-15 09:00:01,2017-10-03 11:54:16,3,839.62,279.87333333333333,3,2018-10-18 17:30:18,380,141,0.0,0.0,0.0,0.0,4,5.0,5.0,0.0,1,3.0,1.0,2,health_beauty,0.5
0d153268371aa25450d4117ff070277e,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-05-10 17:53:13,2018-06-29 11:50:43,2,801.25,400.625,3,2018-10-18 17:30:18,111,49,0.0,0.0,0.0,0.0,3,2.6666666666666665,2.0,0.6666666666666666,1,8.333333333333334,1.0,2,furniture_decor,0.6666666666666666
0d7241c7fb49c1be6e75c9fe99e0822c,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-01-16 14:17:15,2018-04-30 13:40:10,2,253.23000000000002,126.61500000000001,3,2018-10-18 17:30:18,171,103,0.0,0.0,0.0,0.0,3,4.666666666666667,4.0,0.0,1,1.0,0.0,2,bed_bath_table,0.6666666666666666
0dc81b520ef7db9cb44bb075e129dcf8,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-01-26 12:00:35,2018-06-18 11:55:25,2,504.95000000000005,252.47500000000002,4,2018-10-18 17:30:18,122,142,0.0,0.0,0.0,0.0,4,2.25,2.0,0.75,1,1.0,0.0,1,office_furniture,1.0
0df55f5accedda71bda8f4c7f590951f,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-12-03 21:31:23,2018-02-14 20:48:53,2,501.44,250.72,3,2018-10-18 17:30:18,245,72,0.0,0.0,0.0,0.0,3,4.0,4.0,0.0,1,3.6666666666666665,1.0,2,stationery,0.6666666666666666
0e06af8004ffd01a3461e768f9f659aa,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-09-04 18:07:35,2017-11-19 16:20:52,2,495.53,247.765,2,2018-10-18 17:30:18,333,75,0.0,0.0,0.0,0.0,2,5.0,5.0,0.0,1,3.0,1.0,2,construction_tools_construction,0.5
0e4d012fac3d20c033e0284fb6d2ea6a,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-04-30 19:40:57,2018-08-21 22:44:15,2,532.48,266.24,5,2018-10-18 17:30:18,57,113,0.0,0.0,1.0,98.67,5,5.0,5.0,0.0,2,1.6,0.2,3,garden_tools,0.6
0e88d25592a4f873d5439a70609ace33,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-09-27 20:51:53,2017-09-27 20:51:53,1,24.8,24.8,0,2018-10-18 17:30:18,385,0,0.0,0.0,0.0,0.0,9,2.0,2.0,1.0,2,1.0,0.1111111111111111,0,,0.0
0e9bafe047d5c6fe3fd8ef6bcdce9a1a,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-08-28 08:18:22,2018-08-28 08:18:22,1,612.98,612.98,0,2018-10-18 17:30:18,51,0,0.0,0.0,1.0,612.98,1,1.0,1.0,1.0,1,1.0,0.0,0,,0.0
0ee57f62666561b72f2ceacad0230cbf,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-02-26 09:25:57,2018-06-20 14:16:20,2,386.40999999999997,193.20499999999998,4,2018-10-18 17:30:18,120,114,0.0,0.0,0.0,0.0,4,5.0,5.0,0.0,1,1.0,1.0,2,housewares,0.75
0ef7b906320b21fe4d39f99496aaa2d8,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-05-17 10:02:28,2018-08-04 13:46:34,2,210.22,105.11,2,2018-10-18 17:30:18,75,444,0.0,0.0,1.0,93.28,2,5.0,5.0,0.0,2,1.5,0.5,2,art,0.5
0efd5025e6544ef110881866b945d0cc,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-02-11 19:01:35,2018-08-10 03:17:51,2,86.99,43.495,2,2018-10-18 17:30:18,69,179,0.0,0.0,1.0,62.65,2,5.0,5.0,0.0,2,3.5,0.5,2,books_general_interest,0.5
0f187f58097c5431d5244e1fe1383884,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-09-09 19:50:19,2018-01-07 21:13:42,2,151.27,75.635,3,2018-10-18 17:30:18,283,120,0.0,0.0,0.0,0.0,3,3.6666666666666665,1.0,0.3333333333333333,1,2.3333333333333335,1.0,2,garden_tools,0.6666666666666666
0f5ac8d5c31de21d2f25e24be15bbffb,1,1,1,3,3,Isolation Forest; LOF; One-Class SVM,2017-11-23 20:30:52,2017-11-27 12:57:35,2,1544.8200000000002,772.4100000000001,18,2018-10-18 17:30:18,325,3,0.0,0.0,0.0,0.0,18,5.0,5.0,0.0,2,8.5,0.8333333333333334,1,furniture_decor,1.0
0fd39b61ec94864f92e18e5d7144bc6c,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-11-07 00:14:07,2018-03-26 13:02:31,2,342.1,171.05,3,2018-10-18 17:30:18,206,139,0.0,0.0,0.0,0.0,3,2.3333333333333335,1.0,0.6666666666666666,1,7.333333333333333,1.0,3,baby,0.3333333333333333
0fd475edfa0b61c59ecde6f89c21dedb,1,0,1,2,2,Isolation Forest; One-Class SVM,2017-08-15 15:41:17,2017-12-27 11:59:15,2,334.74,167.37,4,2018-10-18 17:30:18,295,133,0.0,0.0,0.0,0.0,4,5.0,5.0,0.0,2,1.0,0.5,1,garden_tools,1.0
1041688b50cfd8ef6df6086a1746a30c,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-01-10 11:13:06,2018-08-28 21:56:12,2,64.46000000000001,32.230000000000004,2,2018-10-18 17:30:18,50,230,0.0,0.0,1.0,27.46,2,4.5,4.0,0.0,2,1.5,0.5,2,electronics,0.5
10b442e762ba8a5ad22de5ba2207e5f1,1,0,1,2,2,Isolation Forest; One-Class SVM,2018-04-02 21:47:07,2018-06-15 08:23:31,2,129.24,64.62,4,2018-10-18 17:30:18,125,73,0.0,0.0,0.0,0.0,4,5.0,5.0,0.0,2,1.0,0.5,1,health_beauty,1.0
