customer_unique_id,detected_by,models,frequency_orders,monetary_total_spend,avg_order_value,total_items_bought,recency_days,customer_tenure_days,avg_review_score,negative_review_ratio,num_payment_types_used,avg_installments,num_unique_categories,favorite_category
9eca552063680b7cd2ed0e8aea002b21,3,Isolation Forest; LOF; One-Class SVM,1,1482.24,1482.24,12,280,0,1.0,1.0,1,1.0,1,watches_gifts
79e12483f9b14c3254db94bd137a4b70,3,Isolation Forest; LOF; One-Class SVM,1,1480.73,1480.73,1,72,0,1.0,1.0,1,1.0,1,small_appliances
38a4f1deb45ca914dd13c73b41775d71,3,Isolation Forest; LOF; One-Class SVM,1,1440.1,1440.1,10,323,0,1.0,1.0,1,24.0,1,furniture_living_room
1f98d2384ff7a372e6a2d3bb75cbcd54,3,Isolation Forest; LOF; One-Class SVM,2,1381.41,690.705,9,139,1,1.0,1.0,1,1.0,1,housewares
2750ea8eaed9066e36245a18802eac17,3,Isolation Forest; LOF; One-Class SVM,1,1353.28,1353.28,1,67,0,3.0,0.0,1,1.0,1,telephony
33176de67c05eeed870fd49f234387a0,3,Isolation Forest; LOF; One-Class SVM,3,1254.01,418.00333333333333,11,136,102,1.8666666666666667,0.8666666666666667,1,1.0,2,computers_accessories
4644f1b187e390a08b4c66fb16c91364,3,Isolation Forest; LOF; One-Class SVM,2,1219.32,609.66,12,216,0,3.0,0.5,1,1.5,1,furniture_decor
910f0afb84bc778e856d3683c7e8a46a,3,Isolation Forest; LOF; One-Class SVM,1,1200.0,1200.0,5,82,0,4.0,0.0,1,9.0,1,health_beauty
3e43e6105506432c953e165fb2acf44c,3,Isolation Forest; LOF; One-Class SVM,9,1172.66,130.29555555555555,14,232,161,2.642857142857143,0.35714285714285715,1,7.571428571428571,5,bed_bath_table
c8ed31310fc440a3f8031b177f9842c3,3,Isolation Forest; LOF; One-Class SVM,1,1157.28,1157.28,10,67,0,3.0,0.0,1,10.0,1,construction_tools_construction
660f3640907ce2cd4742caee5ddf14b7,3,Isolation Forest; LOF; One-Class SVM,1,1147.97,1147.97,0,79,0,2.0,1.0,1,5.0,0,
1f22ecb07d25446bf52c51afa93cfa3b,3,Isolation Forest; LOF; One-Class SVM,2,1147.36,573.68,1,66,4,1.0,1.0,2,3.0,1,garden_tools
ca77025e7201e3b30c44b472ff346268,3,Isolation Forest; LOF; One-Class SVM,7,1122.72,160.38857142857142,12,139,234,5.0,0.0,2,1.0,4,cool_stuff
d97b3cfb22b0d6b25ac9ed4e9c2d481b,3,Isolation Forest; LOF; One-Class SVM,2,1044.13,522.065,13,366,0,1.0,1.0,1,3.0,1,bed_bath_table
8a1e8b556fd5feb59a63729b5341e71a,3,Isolation Forest; LOF; One-Class SVM,2,1036.0700000000002,518.0350000000001,2,86,2,5.0,0.0,1,1.0,2,fashion_shoes
44b7b02e8a7f63ec7b93b0d2dda64825,3,Isolation Forest; LOF; One-Class SVM,1,981.68,981.68,0,68,0,5.0,0.0,1,1.0,0,
1b6c7548a2a1f9037c1fd3ddfed95f33,3,Isolation Forest; LOF; One-Class SVM,7,930.29,132.89857142857142,9,246,92,5.0,0.0,3,1.0,5,furniture_decor
efce1ab3e96ccab8b1b464326bd22417,3,Isolation Forest; LOF; One-Class SVM,2,904.72,452.36,11,205,231,5.0,0.0,1,9.545454545454545,3,computers_accessories
22f6af8201369f9eb96592db3142b9c2,3,Isolation Forest; LOF; One-Class SVM,2,805.12,402.56,8,246,62,3.0,0.5,2,1.0,1,garden_tools
b2e9a05d23ea17713b5d7799f2004f8e,3,Isolation Forest; LOF; One-Class SVM,3,782.64,260.88,9,81,2,5.0,0.0,2,1.2222222222222223,1,computers_accessories
e4b98eebb8983cade8610c0def59f705,3,Isolation Forest; LOF; One-Class SVM,3,760.01,253.33666666666667,4,534,38,1.8571428571428572,0.5714285714285714,1,1.0,3,furniture_decor
429fbf4ee20691b0ae84c84c3ebc6897,3,Isolation Forest; LOF; One-Class SVM,1,759.25,759.25,0,593,0,,0.0,1,10.0,0,
70ad91901ad4330af432978ff134fc6f,3,Isolation Forest; LOF; One-Class SVM,2,660.44,330.22,11,213,6,5.0,0.0,1,1.0,1,bed_bath_table
a3dc27d87234f862d7e61a0148c77fa9,3,Isolation Forest; LOF; One-Class SVM,3,628.63,209.54333333333332,11,188,48,5.0,0.0,1,1.0,2,health_beauty
af5454198a97379394cacf676e1e96cb,3,Isolation Forest; LOF; One-Class SVM,3,592.6500000000001,197.55000000000004,1,14,54,1.0,1.0,2,1.0,1,auto
a5c6335399140e986db84120c425adf0,3,Isolation Forest; LOF; One-Class SVM,1,540.76,540.76,11,85,0,4.0,0.0,1,1.0,1,housewares
4291db0da71914754618cd789aebcd56,3,Isolation Forest; LOF; One-Class SVM,2,528.45,264.225,2,78,71,4.333333333333333,0.0,1,1.6666666666666667,2,stationery
032b3a42598667caf2e099999b9dc1b9,3,Isolation Forest; LOF; One-Class SVM,2,495.96,247.98,3,85,1,5.0,0.0,1,1.0,2,housewares
07ff81a9676efa0286ddd3f09e7c0063,3,Isolation Forest; LOF; One-Class SVM,2,484.32,242.16,12,128,115,3.0,0.5,1,1.0,1,watches_gifts
aebdb8f05f5ebf99f858c1a75fb7035a,3,Isolation Forest; LOF; One-Class SVM,2,482.6,241.3,10,100,75,3.5,0.5,1,1.0,1,telephony
803c530613f5c4ee03502be0d6894de0,3,Isolation Forest; LOF; One-Class SVM,3,446.75,148.91666666666666,9,203,101,1.75,0.75,3,1.0,2,home_construction
262e1f1e26e92e86375f86840b4ffd63,3,Isolation Forest; LOF; One-Class SVM,2,444.06,222.03,1,1,127,5.0,0.0,1,1.0,1,computers_accessories
9c3af16efacb7aa06aa3bc674556c5d6,3,Isolation Forest; LOF; One-Class SVM,2,443.08,221.54,2,23,53,1.0,1.0,2,2.3333333333333335,1,health_beauty
8f6ce2295bdbec03cd50e34b4bd7ba0a,3,Isolation Forest; LOF; One-Class SVM,3,405.02,135.00666666666666,3,78,537,5.0,0.0,1,3.3333333333333335,3,auto
5fe117882be55ee9ad0d6c6c56d11019,3,Isolation Forest; LOF; One-Class SVM,2,402.76,201.38,2,66,47,3.0,0.5,1,1.5,2,health_beauty
6dcf48fcc0c4d96dd7af8a0897ae9de8,3,Isolation Forest; LOF; One-Class SVM,2,393.83,196.915,7,93,97,3.0,0.0,2,5.363636363636363,1,furniture_decor
08642cd329066fe11ec63293f714f2f8,3,Isolation Forest; LOF; One-Class SVM,2,382.92,191.46,1,28,60,2.0,1.0,2,1.5,1,telephony
89be58cbdd6ef318e3ed93fdb22be178,3,Isolation Forest; LOF; One-Class SVM,2,382.0,191.0,10,206,56,2.0,0.5,1,4.5,1,diapers_and_hygiene
acea13a79aeaf715ba68122e9deb330a,3,Isolation Forest; LOF; One-Class SVM,2,349.35,174.675,5,66,68,5.0,0.0,1,5.0,1,pet_shop
6d3d5771a12f5e7d00729f940bb28fd2,3,Isolation Forest; LOF; One-Class SVM,2,347.78000000000003,173.89000000000001,8,449,33,5.0,0.0,1,1.0,2,housewares
d9456ef6d4231fb2637e490212b3e32f,3,Isolation Forest; LOF; One-Class SVM,1,327.6,327.6,0,413,0,,0.0,1,6.0,0,
d21fb1e8aee69c608f5c2fb5b6c28cad,3,Isolation Forest; LOF; One-Class SVM,2,303.4,151.7,8,165,71,3.75,0.0,1,2.25,1,drinks
ba84da8c159659f116329563a0a981dd,3,Isolation Forest; LOF; One-Class SVM,3,283.89,94.63,1,22,30,1.0,1.0,2,1.0,1,computers_accessories
a914b2be4782207abc6758095ec9e8aa,3,Isolation Forest; LOF; One-Class SVM,2,281.58,140.79,7,72,83,5.0,0.0,1,1.0,2,food_drink
b4e4f24de1e8725b74e4a1f4975116ed,3,Isolation Forest; LOF; One-Class SVM,5,274.95,54.989999999999995,5,201,35,4.142857142857143,0.0,1,2.857142857142857,2,fashion_bags_accessories
ecf38f5463ae0ba454bba9658371bc3d,3,Isolation Forest; LOF; One-Class SVM,1,248.8,248.8,0,332,0,,0.0,1,1.0,0,
b18c8cbd9616a95055ef4146f3f805e1,3,Isolation Forest; LOF; One-Class SVM,2,242.19,121.095,9,136,55,3.4444444444444446,0.0,1,1.0,2,housewares
359328b5ede8c2758bc8f1740565dda3,3,Isolation Forest; LOF; One-Class SVM,1,227.04,227.04,0,619,0,,0.0,1,1.0,0,
90f323e9f0948ddd96c6f6a8ecc75830,3,Isolation Forest; LOF; One-Class SVM,3,225.26,75.08666666666666,3,500,81,3.1,0.0,1,1.0,2,perfumery
215e0a9044344dca7820b462c60bd206,3,Isolation Forest; LOF; One-Class SVM,1,217.93,217.93,0,314,0,,0.0,1,2.0,0,
a5d3bfee5b23b430b95c4ae295e1028a,3,Isolation Forest; LOF; One-Class SVM,2,213.7,106.85,11,633,2,1.0,1.0,1,1.0,1,furniture_decor
230a1e9f42924d41f37fd22a1d4a9707,3,Isolation Forest; LOF; One-Class SVM,3,208.38,69.46,1,42,42,5.0,0.0,2,1.0,1,costruction_tools_garden
41a3b256cc497dc952a815b848345cbc,3,Isolation Forest; LOF; One-Class SVM,1,200.0,200.0,7,264,0,1.0,1.0,2,1.0,1,bed_bath_table
c411c8b6dbaffd467263f87a23f2cf52,3,Isolation Forest; LOF; One-Class SVM,2,193.18,96.59,2,281,188,4.076923076923077,0.0,3,1.0,2,sports_leisure
7e8444fb4d74e0b442515b38a13de897,3,Isolation Forest; LOF; One-Class SVM,1,175.16,175.16,0,181,0,1.0,1.0,1,17.0,0,
864adb6f60fff0c2a11613045507d350,3,Isolation Forest; LOF; One-Class SVM,1,169.38,169.38,0,458,0,,0.0,1,1.0,0,
5419a7c9b86a43d8140e2939cd2c2f7e,3,Isolation Forest; LOF; One-Class SVM,1,165.94,165.94,6,159,0,3.0,0.0,2,2.0,1,computers_accessories
634420a0ea42302205032ed44ac7fccc,3,Isolation Forest; LOF; One-Class SVM,2,160.76,80.38,1,17,46,2.0,1.0,2,1.5,1,baby
d8f3c4f441a9b59a29f977df16724f38,3,Isolation Forest; LOF; One-Class SVM,2,158.51,79.255,4,54,582,4.25,0.0,2,1.0,2,furniture_decor
b52378d2bae15325d2dffddb403ff3e3,3,Isolation Forest; LOF; One-Class SVM,1,152.31,152.31,0,315,0,,0.0,1,1.0,0,
2e015e68fbfa36910263df5384e8e45c,3,Isolation Forest; LOF; One-Class SVM,1,137.6,137.6,0,251,0,,0.0,1,1.0,0,
32ea3bdedab835c3aa6cb68ce66565ef,3,Isolation Forest; LOF; One-Class SVM,3,130.38,43.46,3,112,633,4.75,0.0,3,1.0,2,watches_gifts
6d443b75cff956bb73dce7385033e266,3,Isolation Forest; LOF; One-Class SVM,2,125.28,62.64,2,408,4,4.333333333333333,0.0,2,1.0,1,housewares
f9ae226291893fda10af7965268fb7f6,3,Isolation Forest; LOF; One-Class SVM,2,120.35,60.175,3,585,1,3.6857142857142855,0.0,2,1.1142857142857143,1,garden_tools
12f5d6e1cbf93dafd9dcc19095df0b3d,3,Isolation Forest; LOF; One-Class SVM,6,110.72,18.453333333333333,6,651,0,5.0,0.0,1,1.0,3,furniture_bedroom
d29d20c2b98be8a4cdfb197a5e0a391d,3,Isolation Forest; LOF; One-Class SVM,1,104.63,104.63,0,345,0,,0.0,1,1.0,0,
2d6e75f5a4a33d3a936f1ea68ac9bf01,3,Isolation Forest; LOF; One-Class SVM,1,91.76,91.76,0,475,0,,0.0,1,2.0,0,
e075305a11bf4cc09e8395bd97266a1e,3,Isolation Forest; LOF; One-Class SVM,1,91.18,91.18,0,495,0,,0.0,1,3.0,0,
af65b6eb3336048acc95ef62a4ac94c3,3,Isolation Forest; LOF; One-Class SVM,1,75.44,75.44,0,338,0,,0.0,1,6.0,0,
db6232ea09754a4b150da1dafb82fe45,3,Isolation Forest; LOF; One-Class SVM,1,75.07,75.07,0,272,0,,0.0,1,5.0,0,
db1af3fd6b23ac3873ef02619d548f9c,3,Isolation Forest; LOF; One-Class SVM,1,68.26,68.26,2,468,0,1.0,1.0,1,1.0,2,computers_accessories
ed917c786a8a3e411eae87aeca27cb27,3,Isolation Forest; LOF; One-Class SVM,2,66.81,33.405,4,132,37,5.0,0.0,2,1.0,3,bed_bath_table
94a19681bf6faa3c6ce3e2df1c2d97cb,3,Isolation Forest; LOF; One-Class SVM,3,62.05,20.683333333333334,3,388,77,4.5,0.0,2,1.0,2,baby
1d2435aa3b858d45c707c9fc25e18779,3,Isolation Forest; LOF; One-Class SVM,2,30.759999999999998,15.379999999999999,2,639,0,4.666666666666667,0.0,2,1.0,1,furniture_decor
be702ead111ea16e09aba67f992c46c6,3,Isolation Forest; LOF; One-Class SVM,1,28.46,28.46,0,270,0,,0.0,1,1.0,0,
9a736b248f67d166d2fbb006bcb877c3,3,Isolation Forest; LOF; One-Class SVM,2,24.729999999999997,12.364999999999998,4,435,12,5.0,0.0,1,1.0,3,bed_bath_table
569aa12b73b5f7edeaa6f2a01603e381,3,Isolation Forest; LOF; One-Class SVM,1,23.1,23.1,1,498,0,5.0,0.0,2,1.0,1,bed_bath_table
9620623f9ea546719cb3cd99bbb879a9,3,Isolation Forest; LOF; One-Class SVM,1,17.94,17.94,3,128,0,4.0,0.0,2,1.0,1,sports_leisure
24f12460aad399ba18f4ed2c2fbab65d,3,Isolation Forest; LOF; One-Class SVM,1,12.49,12.49,1,524,0,1.0,1.0,2,1.0,1,bed_bath_table
b695d6a0f8f032b0529c65cf885ca29a,3,Isolation Forest; LOF; One-Class SVM,1,5.94,5.94,0,159,0,2.0,1.0,1,1.0,0,
2524dcec233c3766f2c2b22f69fd65f4,3,Isolation Forest; LOF; One-Class SVM,1,4.07,4.07,1,314,0,5.0,0.0,2,1.0,1,electronics
4fa4365000c7090fcb8cad5713c6d3db,3,Isolation Forest; LOF; One-Class SVM,1,0.0,0.0,0,51,0,1.0,1.0,1,1.0,0,
830d5b7aaa3b6f1e9ad63703bec97d23,3,Isolation Forest; LOF; One-Class SVM,1,0.0,,3,763,0,1.0,1.0,0,0.0,1,health_beauty
968fac81e2c44fb6c1e3ac2a45e6a102,3,Isolation Forest; LOF; One-Class SVM,1,0.0,0.0,0,45,0,3.0,0.0,1,1.0,0,
da122df9eeddfedc1dc1f5349a1a690c,2,LOF; One-Class SVM,2,7571.63,3785.815,2,565,0,5.0,0.0,1,10.0,1,small_appliances
763c8b1c9c68a0229c42c9fc6f662b93,2,Isolation Forest; LOF,1,7274.88,7274.88,4,95,0,1.0,1.0,1,1.0,1,fixed_telephony
dc4802a71eae9be1dd28f5d788ceb526,2,LOF; One-Class SVM,1,6929.31,6929.31,1,612,0,5.0,0.0,1,8.0,1,housewares
ff4159b92c40ebe40454e3e6a7c35ed6,2,LOF; One-Class SVM,1,6726.66,6726.66,1,511,0,5.0,0.0,1,1.0,1,art
4007669dec559734d6f53e029e360987,2,Isolation Forest; One-Class SVM,1,6081.54,6081.54,6,328,0,1.0,1.0,1,1.0,1,agro_industry_and_commerce
48e1ac109decbb87765a3eade6854098,2,LOF; One-Class SVM,1,4681.78,4681.78,1,118,0,5.0,0.0,1,8.0,1,computers
edde2314c6c30e864a128ac95d6b2112,2,LOF; One-Class SVM,1,4513.32,4513.32,1,75,0,5.0,0.0,1,10.0,1,musical_instruments
fa562ef24d41361e476e748681810e1e,2,LOF; One-Class SVM,1,4175.26,4175.26,1,203,0,5.0,0.0,1,10.0,1,consoles_games
5e713be0853d8986528d7869a0811d2b,2,LOF; One-Class SVM,1,4042.74,4042.74,1,620,0,5.0,0.0,1,5.0,0,
f0767ae738c3d90e7b737d7b8b8bb4d1,2,LOF; One-Class SVM,1,3979.55,3979.55,1,157,0,4.0,0.0,1,1.0,1,garden_tools
bc5e25094a7d51b6aee35236572e64f4,2,LOF; One-Class SVM,1,3826.8,3826.8,1,265,0,5.0,0.0,1,10.0,1,sports_leisure
3fec1a05177762f279472253113d568a,2,LOF; One-Class SVM,1,3792.59,3792.59,1,211,0,5.0,0.0,1,8.0,1,watches_gifts
5aad27a7b4f74b1c3389d56c74db1057,2,Isolation Forest; One-Class SVM,1,3782.19,3782.19,0,596,0,1.0,1.0,1,10.0,0,
03796b63235e0e0a299084988c662c7e,2,LOF; One-Class SVM,1,3602.47,3602.47,1,603,0,5.0,0.0,1,1.0,1,computers
59d66d72939bc9497e19d89c61a96d5f,2,Isolation Forest; One-Class SVM,2,3559.9900000000002,1779.9950000000001,2,433,161,5.0,0.0,1,10.0,1,sports_leisure
95a744604de66a2e40e18086e69be4f2,2,LOF; One-Class SVM,1,3406.47,3406.47,1,104,0,5.0,0.0,1,1.0,1,industry_commerce_and_business
ea984b06b18cc6905bc2f9b0a3d1c986,2,LOF; One-Class SVM,1,3024.08,3024.08,1,570,0,5.0,0.0,1,1.0,1,computers_accessories
ef8d54b3797ea4db1d63f0ced6a906e9,2,LOF; One-Class SVM,1,3018.6,3018.6,10,182,0,5.0,0.0,1,1.0,1,drinks
ee2bb06c1d3f368e92084edefb7e4b57,2,LOF; One-Class SVM,1,3016.01,3016.01,1,625,0,5.0,0.0,1,1.0,1,watches_gifts
030a810edeec1ceea314282513023587,2,Isolation Forest; LOF,1,2794.5,2794.5,1,527,0,2.0,1.0,1,1.0,0,
5e92460d739e8dd987e279285a1d278c,2,LOF; One-Class SVM,1,2713.36,2713.36,1,66,0,5.0,0.0,1,1.0,1,housewares
212b7cfb2631b23e85a4645a7cba1733,2,LOF; One-Class SVM,1,2647.76,2647.76,1,150,0,,0.0,1,15.0,1,electronics
8e07cbdbbb24328ece74135e2a81405b,2,Isolation Forest; One-Class SVM,1,2455.12,2455.12,1,69,0,1.0,1.0,1,10.0,1,home_appliances_2
f755e02e22f99b9e1658cbd2186a212d,2,Isolation Forest; One-Class SVM,1,2419.2,2419.2,1,73,0,1.0,1.0,1,10.0,1,home_appliances_2
e6fad5b1c79a4760aac5068d09c46535,2,Isolation Forest; One-Class SVM,1,2328.4,2328.4,1,54,0,5.0,0.0,1,10.0,1,construction_tools_construction
8a8ac60fd8ea25925f379a33ef277987,2,Isolation Forest; One-Class SVM,1,2322.32,2322.32,1,64,0,1.0,1.0,1,10.0,1,auto
698e1cf81d01a3d389d96145f7fa6df8,2,LOF; One-Class SVM,1,2262.8,2262.8,20,421,0,,0.0,1,4.0,1,auto
3d47f4368ccc8e1bb4c4a12dbda7111b,2,LOF; One-Class SVM,1,2234.66,2234.66,10,381,0,1.0,1.0,1,10.0,1,office_furniture
9db254a87951220e74c58549749cf128,2,Isolation Forest; One-Class SVM,1,2187.42,2187.42,1,55,0,5.0,0.0,1,10.0,1,construction_tools_construction
1da09dd64e235e7c2f29a4faff33535c,2,Isolation Forest; One-Class SVM,3,2164.4,721.4666666666667,10,280,245,3.4,0.4,1,1.0,1,computers_accessories
ba0fed3e80432a2a1679d58a24732c93,2,Isolation Forest; One-Class SVM,1,2125.19,2125.19,0,493,0,1.0,1.0,1,10.0,0,
0c3dbe243398d9af58ac1a6d27cbe004,2,Isolation Forest; One-Class SVM,1,2116.01,2116.01,0,573,0,1.0,1.0,1,9.0,0,
e8258022c5060b1f3d861556a17fd741,2,LOF; One-Class SVM,1,2115.79,2115.79,1,71,0,5.0,0.0,1,5.0,1,garden_tools
73601b1eec55943e90ce8d61253d5c09,2,Isolation Forest; One-Class SVM,2,2068.68,1034.34,2,351,35,4.5,0.0,1,1.0,1,consoles_games
921d58c81068176026975777ae295c05,2,Isolation Forest; One-Class SVM,1,2039.44,2039.44,0,406,0,1.0,1.0,1,8.0,0,
906a8a4ec9f3d4c3e64fa6d1c4fe6009,2,Isolation Forest; LOF,2,2020.86,1010.43,7,90,15,2.4285714285714284,0.8571428571428571,1,1.0,2,housewares
e3fe811011101628e80a7953f1244c8d,2,Isolation Forest; One-Class SVM,1,1950.2,1950.2,5,87,0,2.0,1.0,1,8.0,1,electronics
cef29e793e232d30250331804cdb7000,2,Isolation Forest; One-Class SVM,3,1906.68,635.5600000000001,4,272,315,5.0,0.0,1,1.0,2,bed_bath_table
fafe2f8e0b7065fef995698ef3809fec,2,Isolation Forest; LOF,1,1861.26,1861.26,3,87,0,5.0,0.0,1,10.0,2,bed_bath_table
74a63835c6e5eaef19af58cc83f663aa,2,Isolation Forest; One-Class SVM,1,1859.1,1859.1,1,87,0,1.0,1.0,1,4.0,1,furniture_decor
b12294f6bca2370dc2f2a46cdc484076,2,Isolation Forest; One-Class SVM,1,1841.75,1841.75,1,81,0,1.0,1.0,1,2.0,1,musical_instruments
6ae98e2bdf8d09e86cd16479fa511f9e,2,Isolation Forest; One-Class SVM,1,1821.82,1821.82,1,80,0,2.0,1.0,1,5.0,1,auto
5e5a9e721cb83187f5893a8c7109faee,2,Isolation Forest; LOF,1,1816.34,1816.34,1,357,0,4.0,0.0,2,5.5,0,
525cda9909aa001ebed396f6e55eae01,2,Isolation Forest; One-Class SVM,2,1782.9,891.45,3,71,25,4.333333333333333,0.0,1,4.333333333333333,2,small_appliances
b3879dce6b4a3b94b748b6c9b567695e,2,Isolation Forest; LOF,1,1768.4,1768.4,2,72,0,4.0,0.0,1,3.0,2,construction_tools_lights
4facc2e6fbc2bffab2fea92d2b4aa7e4,2,Isolation Forest; One-Class SVM,4,1760.75,440.1875,4,65,420,3.0,0.25,1,9.0,1,watches_gifts
60a22f2188cd2b544c45f103d0e00539,2,Isolation Forest; One-Class SVM,2,1740.21,870.105,2,398,56,3.5,0.5,1,5.5,1,watches_gifts
397b44d5bb99eabf54ea9c2b41ebb905,2,Isolation Forest; One-Class SVM,4,1716.56,429.14,6,122,157,5.0,0.0,3,1.5714285714285714,1,fashion_bags_accessories
c169c9937db997a267f749cdd64c161f,2,Isolation Forest; LOF,2,1675.68,837.84,8,527,0,5.0,0.0,1,1.0,1,computers_accessories
061e0d9d23f099ebcc78d1c90f94dfbe,2,Isolation Forest; One-Class SVM,1,1654.46,1654.46,1,66,0,2.0,1.0,1,3.0,1,watches_gifts
23b8272c10c49458eac0b8626f0666ca,2,Isolation Forest; One-Class SVM,1,1643.64,1643.64,0,376,0,1.0,1.0,1,10.0,0,
fa03405c1fce3650144d97158b4b1849,2,LOF; One-Class SVM,1,1635.64,1635.64,1,385,0,5.0,0.0,1,15.0,1,computers
72994e988788873a1df6dad43d38a2bd,2,Isolation Forest; One-Class SVM,1,1620.77,1620.77,0,573,0,1.0,1.0,1,10.0,0,
6411590d91c48640cb07e72fbb4a359e,2,LOF; One-Class SVM,1,1619.73,1619.73,9,212,0,1.0,1.0,1,10.0,1,housewares
fe81bb32c243a86b2f86fbf053fe6140,2,Isolation Forest; One-Class SVM,5,1590.76,318.152,5,119,242,4.2,0.2,2,2.4,2,watches_gifts
fc24db02becd484accefaa5af59c18b1,2,Isolation Forest; One-Class SVM,2,1588.9499999999998,794.4749999999999,2,115,20,5.0,0.0,1,10.0,1,auto
3ec83b54e0afb70def9480cd6b9097f7,2,Isolation Forest; LOF,2,1544.7599999999998,772.3799999999999,9,233,0,4.0,0.3333333333333333,1,1.0,1,office_furniture
b339a1ec295defef7cd27439c8718066,2,Isolation Forest; One-Class SVM,1,1528.99,1528.99,0,293,0,1.0,1.0,1,10.0,0,
64ee3e71d9a27034db0c6a48c29d35d5,2,Isolation Forest; One-Class SVM,1,1521.75,1521.75,1,60,0,1.0,1.0,1,10.0,1,auto
